"Date","Price","Open","High","Low","Change %"
"04/10/2018","27.59","23.37","27.59","23.37","-2.09%"
"04/09/2018","28.18","23.88","28.18","23.88","-2.63%"
"04/06/2018","28.94","23.71","28.94","23.71","0.31%"
"04/05/2018","28.85","25.09","28.85","25.09","-5.53%"
"04/04/2018","30.54","24.92","30.54","24.92","0.26%"
"04/03/2018","30.46","24.58","30.46","24.58","2.25%"
"04/02/2018","29.79","24.58","29.79","24.58","0.00%"
"03/30/2018","29.79","29.79","29.79","29.79","0.00%"
"03/29/2018","29.79","25.10","29.79","25.10","-0.83%"
"03/28/2018","30.04","25.10","30.04","25.10","0.57%"
"03/27/2018","29.87","25.10","29.87","25.10","-0.60%"
"03/26/2018","30.05","25.10","30.05","25.10","0.00%"
"03/23/2018","30.05","19.40","30.05","19.40","17.25%"
"03/22/2018","25.63","19.40","25.63","19.40","13.66%"
"03/21/2018","22.55","19.40","22.55","19.40","0.00%"
"03/20/2018","22.55","19.40","22.55","19.40","-0.57%"
"03/19/2018","22.68","19.40","22.68","19.40","12.28%"
"03/16/2018","20.20","19.40","20.20","19.40","-3.16%"
"03/15/2018","20.86","19.40","20.86","19.40","1.16%"
"03/14/2018","20.62","19.40","20.62","19.40","6.40%"
"03/13/2018","19.38","19.40","19.40","19.38","1.68%"
"03/12/2018","19.06","19.40","19.40","19.06","-2.95%"
"03/09/2018","19.64","19.40","19.64","19.40","-1.21%"
"03/08/2018","19.88","19.40","19.88","19.40","-9.06%"
"03/07/2018","21.86","19.40","21.86","19.40","-0.73%"
"03/06/2018","22.02","19.40","22.02","19.40","-7.75%"
"03/05/2018","23.87","19.40","23.87","19.40","0.00%"
"03/02/2018","23.87","19.40","23.87","19.40","9.14%"
"03/01/2018","21.87","19.40","21.87","19.40","5.65%"
"02/28/2018","20.70","18.89","20.70","18.89","3.81%"
"02/27/2018","19.94","19.06","19.94","19.06","-0.45%"
"02/26/2018","20.03","19.57","20.03","19.57","-10.10%"
"02/23/2018","22.28","19.06","22.28","19.06","5.94%"
"02/22/2018","21.03","18.72","21.03","18.72","8.63%"
"02/21/2018","19.36","18.89","19.36","18.89","-0.41%"
"02/20/2018","19.44","18.21","19.44","18.21","4.52%"
"02/19/2018","18.60","17.70","18.60","17.70","1.36%"
"02/16/2018","18.35","18.38","18.38","18.35","-4.38%"
"02/15/2018","19.19","18.55","19.19","18.55","-5.33%"
"02/14/2018","20.27","19.74","20.27","19.74","-9.35%"
"02/13/2018","22.36","19.40","22.36","19.40","5.47%"
"02/12/2018","21.20","19.90","21.20","19.90","-3.42%"
"02/09/2018","21.95","18.55","21.95","18.55","23.52%"
"02/08/2018","17.77","16.34","17.77","16.34","17.14%"
"02/07/2018","15.17","16.68","16.68","15.17","-4.23%"
"02/06/2018","15.84","15.66","15.84","15.66","10.54%"
"02/05/2018","14.33","15.32","15.32","14.33","4.90%"
"02/02/2018","13.66","14.81","14.81","13.66","5.89%"
"02/01/2018","12.90","12.99","12.99","12.90","-0.69%"
"01/31/2018","12.99","15.32","15.32","12.99","-4.90%"
"01/30/2018","13.66","14.99","14.99","13.66","24.18%"
"01/29/2018","11.00","11.00","11.00","11.00","10.00%"
"01/26/2018","10.00","10.00","10.00","10.00","25.00%"
"01/25/2018","8.00","8.00","8.00","8.00","0.00%"
"01/24/2018","8.00","8.00","8.00","8.00","-31.39%"
"01/23/2018","11.66","15.33","15.33","11.66","-4.11%"
"01/22/2018","12.16","12.16","12.16","12.16","0.66%"
"01/19/2018","12.08","15.33","15.33","12.08","-4.58%"
"01/18/2018","12.66","16.18","16.18","12.66","4.11%"
"01/17/2018","12.16","16.18","16.18","12.16","2.10%"
"01/16/2018","11.91","16.18","16.18","11.91","-9.50%"
"01/15/2018","13.16","16.18","16.18","13.16","-4.84%"
"01/12/2018","13.83","16.18","16.18","13.83","-1.85%"
"01/11/2018","14.09","17.03","17.03","14.09","-2.89%"
"01/10/2018","14.51","16.86","16.86","14.51","0.55%"
"01/09/2018","14.43","16.69","16.69","14.43","4.26%"
"01/08/2018","13.84","16.01","16.01","13.84","2.52%"
"01/05/2018","13.50","15.67","15.67","13.50","1.28%"
"01/04/2018","13.33","16.18","16.18","13.33","-8.64%"
"01/03/2018","14.59","17.20","17.20","14.59","-6.47%"
"01/02/2018","15.60","17.20","17.20","15.60","0.00%"
"01/01/2018","15.60","17.20","17.20","15.60","0.00%"
"12/29/2017","15.60","17.20","17.20","15.60","3.31%"
"12/28/2017","15.10","15.10","15.10","15.10","-3.21%"
"12/27/2017","15.60","17.20","17.20","15.60","0.00%"
"12/26/2017","15.60","17.20","17.20","15.60","0.00%"
"12/25/2017","15.60","17.20","17.20","15.60","0.00%"
"12/22/2017","15.60","17.21","17.21","15.60","0.00%"
"12/21/2017","15.60","17.21","17.21","15.60","0.00%"
"12/20/2017","15.60","17.20","17.20","15.60","0.00%"
"12/19/2017","15.60","17.21","17.21","15.60","0.00%"
"12/18/2017","15.60","17.21","17.21","15.60","-3.11%"
"12/15/2017","16.10","17.21","17.21","16.10","0.00%"
"12/14/2017","16.10","17.04","17.04","16.10","0.50%"
"12/13/2017","16.02","17.04","17.04","16.02","0.00%"
"12/12/2017","16.02","17.04","17.04","16.02","0.00%"
"12/11/2017","16.02","17.21","17.21","16.02","-0.50%"
"12/08/2017","16.10","17.38","17.38","16.10","-3.54%"
"12/07/2017","16.69","17.55","17.55","16.69","-0.48%"
"12/06/2017","16.77","17.21","17.21","16.77","1.02%"
"12/05/2017","16.60","16.77","17.55","16.60","-1.01%"
"12/04/2017","16.77","18.06","18.06","18.06","19.53%"
"12/01/2017","14.03","17.89","17.89","14.03","0.65%"
"11/30/2017","13.94","17.73","17.73","13.94","-2.92%"
"11/29/2017","14.36","18.41","18.41","14.36","-2.31%"
"11/28/2017","14.70","18.58","18.58","14.70","-3.86%"
"11/27/2017","15.29","19.37","19.37","15.29","-5.50%"
"11/24/2017","16.18","20.08","20.08","16.18","-5.05%"
"11/23/2017","17.04","19.25","19.25","17.04","-0.47%"
"11/22/2017","17.12","19.25","19.25","17.12","-2.84%"
"11/21/2017","17.62","19.59","19.59","17.62","-3.66%"
"11/20/2017","18.29","19.92","19.92","18.29","-3.48%"
"11/17/2017","18.95","20.41","20.41","18.95","-3.86%"
"11/16/2017","19.71","20.75","20.75","19.71","-0.81%"
"11/15/2017","19.87","20.92","20.92","19.87","-0.45%"
"11/14/2017","19.96","20.75","20.75","19.96","0.45%"
"11/13/2017","19.87","20.92","20.92","19.87","-0.45%"
"11/10/2017","19.96","20.58","20.58","19.96","0.86%"
"11/09/2017","19.79","20.25","20.25","19.79","3.50%"
"11/08/2017","19.12","20.25","20.25","19.12","0.00%"
"11/07/2017","19.12","20.42","20.42","19.12","2.19%"
"11/06/2017","18.71","20.25","20.25","18.71","0.48%"
"11/03/2017","18.62","20.09","20.09","18.62","3.22%"
"11/02/2017","18.04","18.84","18.84","18.04","4.52%"
"11/01/2017","17.26","18.84","18.84","17.26","-6.30%"
"10/31/2017","18.42","19.15","19.15","18.42","14.62%"
"10/30/2017","16.07","19.46","19.46","16.07","-6.73%"
"10/27/2017","17.23","19.77","19.77","17.23","-3.69%"
"10/26/2017","17.89","20.39","20.39","17.89","-6.77%"
"10/25/2017","19.19","20.55","20.55","19.19","0.00%"
"10/24/2017","19.19","20.40","20.40","19.19","-0.05%"
"10/23/2017","19.20","20.55","20.55","19.20","-2.88%"
"10/20/2017","19.77","21.32","21.32","19.77","-1.93%"
"10/19/2017","20.16","20.55","20.55","20.16","3.76%"
"10/18/2017","19.43","20.55","20.55","19.43","-1.72%"
"10/17/2017","19.77","21.02","21.02","19.77","-3.61%"
"10/16/2017","20.51","21.02","21.02","20.51","0.00%"
"10/13/2017","20.51","21.02","21.02","20.51","-2.38%"
"10/12/2017","21.01","26.25","26.25","21.01","-10.33%"
"10/11/2017","23.43","26.25","26.25","23.43","-0.80%"
"10/10/2017","23.62","26.44","26.44","23.62","0.38%"
"10/09/2017","23.53","26.44","26.44","23.53","-0.80%"
"10/06/2017","23.72","25.87","25.87","23.72","3.45%"
"10/05/2017","22.93","26.25","26.25","22.93","-0.86%"
"10/04/2017","23.13","25.87","25.87","23.13","0.87%"
"10/03/2017","22.93","26.26","26.26","22.93","-0.86%"
"10/02/2017","23.13","26.26","26.26","23.13","-2.12%"
"09/29/2017","23.63","27.02","27.02","23.63","-5.52%"
"09/28/2017","25.01","27.40","27.40","25.01","0.00%"
"09/27/2017","25.01","27.40","27.40","25.01","-2.68%"
"09/26/2017","25.70","25.70","25.70","25.70","0.39%"
"09/25/2017","25.60","27.21","27.21","25.60","1.99%"
"09/22/2017","25.10","26.83","26.83","25.10","2.83%"
"09/21/2017","24.41","26.45","26.45","24.41","0.78%"
"09/20/2017","24.22","27.38","27.38","24.22","14.03%"
"09/19/2017","21.24","25.06","25.06","21.24","-1.35%"
"09/18/2017","21.53","25.82","25.82","21.53","-6.02%"
"09/15/2017","22.91","26.01","26.01","22.91","-0.39%"
"09/14/2017","23.00","25.83","25.83","23.00","-0.04%"
"09/13/2017","23.01","25.83","25.83","23.01","-1.71%"
"09/12/2017","23.41","26.21","26.21","23.41","0.00%"
"09/11/2017","23.41","26.21","26.21","23.41","-2.86%"
"09/08/2017","24.10","26.21","26.21","24.10","0.00%"
"09/07/2017","24.10","26.97","26.97","24.10","-3.52%"
"09/06/2017","24.98","26.98","26.98","24.98","-0.04%"
"09/05/2017","24.99","27.36","27.36","24.99","-2.69%"
"09/04/2017","25.68","26.98","26.98","25.68","2.76%"
"09/01/2017","24.99","27.55","27.55","24.99","-4.87%"
"08/31/2017","26.27","24.22","26.27","24.22","6.75%"
"08/30/2017","24.61","25.05","25.05","24.61","-3.57%"
"08/29/2017","25.52","25.23","25.52","25.23","2.57%"
"08/28/2017","24.88","25.23","25.23","24.88","-0.92%"
"08/25/2017","25.11","25.40","25.40","25.11","-2.30%"
"08/24/2017","25.70","25.05","25.70","25.05","-0.66%"
"08/23/2017","25.87","25.05","25.87","25.05","3.36%"
"08/22/2017","25.03","24.94","25.03","24.94","0.60%"
"08/21/2017","24.88","24.94","24.94","24.88","1.68%"
"08/18/2017","24.47","24.94","24.94","24.47","2.09%"
"08/17/2017","23.97","24.59","24.59","23.97","0.76%"
"08/16/2017","23.79","23.79","23.79","23.79","-2.42%"
"08/15/2017","24.38","25.11","25.11","24.38","0.00%"
"08/14/2017","24.38","25.11","25.11","24.38","-2.67%"
"08/11/2017","25.05","25.11","25.11","25.05","0.00%"
"08/10/2017","25.05","24.08","25.05","24.08","4.90%"
"08/09/2017","23.88","24.08","24.08","23.88","5.94%"
"08/08/2017","22.54","23.74","23.74","22.54","3.06%"
"08/07/2017","21.87","23.22","23.22","21.87","14.44%"
"08/04/2017","19.11","23.05","23.05","19.11","0.47%"
"08/03/2017","19.02","23.05","23.05","19.02","-2.56%"
"08/02/2017","19.52","23.05","23.05","19.52","-0.05%"
"08/01/2017","19.53","23.06","23.06","19.53","0.00%"
"07/31/2017","19.53","23.06","23.06","19.53","2.63%"
"07/28/2017","19.03","23.06","23.06","19.03","0.00%"
"07/27/2017","19.03","23.06","23.06","19.03","0.00%"
"07/26/2017","19.03","23.06","23.06","19.03","0.00%"
"07/25/2017","19.03","22.41","22.41","19.03","1.76%"
"07/24/2017","18.70","22.07","22.07","18.70","0.92%"
"07/21/2017","18.53","22.07","22.07","18.53","0.00%"
"07/20/2017","18.53","22.07","22.07","18.53","-2.63%"
"07/19/2017","19.03","20.37","20.37","19.03","1.87%"
"07/18/2017","18.68","20.36","20.36","18.68","-2.61%"
"07/17/2017","19.18","20.36","20.36","19.18","0.00%"
"07/14/2017","19.18","20.81","20.81","19.18","1.86%"
"07/13/2017","18.83","20.81","20.81","18.83","-2.94%"
"07/12/2017","19.40","21.26","21.26","19.40","-1.17%"
"07/11/2017","19.63","20.67","20.67","19.63","1.55%"
"07/10/2017","19.33","20.96","20.96","19.33","-3.25%"
"07/07/2017","19.98","20.67","20.67","19.98","6.11%"
"07/06/2017","18.83","20.37","20.37","18.83","0.80%"
"07/05/2017","18.68","20.07","20.07","18.68","0.81%"
"07/04/2017","18.53","20.68","20.68","18.53","2.77%"
"07/03/2017","18.03","18.34","20.68","18.03","-1.70%"
"06/30/2017","18.34","20.68","20.68","20.68","2.81%"
"06/29/2017","17.84","20.43","20.43","17.84","-2.03%"
"06/28/2017","18.21","20.13","20.13","18.21","3.70%"
"06/27/2017","17.56","19.83","19.83","17.56","7.01%"
"06/26/2017","16.41","19.52","19.52","16.41","-2.09%"
"06/23/2017","16.76","20.44","20.44","16.76","22.16%"
"06/22/2017","13.72","13.72","13.72","13.72","-5.51%"
"06/21/2017","14.52","21.05","21.05","14.52","0.00%"
"06/20/2017","14.52","20.44","20.44","14.52","-1.36%"
"06/19/2017","14.72","21.05","21.05","14.72","-2.00%"
"06/16/2017","15.02","21.05","21.05","15.02","0.00%"
"06/15/2017","15.02","21.01","21.01","15.02","0.13%"
"06/14/2017","15.00","21.01","21.01","15.00","0.00%"
"06/13/2017","15.00","21.78","21.78","15.00","-8.48%"
"06/12/2017","16.39","22.25","22.25","16.39","-4.26%"
"06/09/2017","17.12","22.56","22.56","17.12","-6.35%"
"06/08/2017","18.28","23.03","23.03","18.28","-3.84%"
"06/07/2017","19.01","23.65","23.65","19.01","-4.09%"
"06/06/2017","19.82","23.65","23.65","19.82","0.00%"
"06/05/2017","19.82","23.65","23.65","19.82","0.00%"
"06/02/2017","19.82","23.65","23.65","19.82","0.00%"
"06/01/2017","19.82","23.65","23.65","19.82","0.00%"
"05/31/2017","19.82","23.65","23.65","19.82","0.00%"
"05/30/2017","19.82","19.17","23.34","19.17","3.39%"
"05/29/2017","19.17","19.17","19.17","19.17","0.00%"
"05/26/2017","19.17","19.01","23.03","19.01","0.84%"
"05/25/2017","19.01","19.01","19.01","19.01","10.72%"
"05/24/2017","17.17","23.03","23.03","17.17","0.94%"
"05/23/2017","17.01","23.65","23.65","17.01","-4.55%"
"05/22/2017","17.82","23.96","23.96","17.82","-3.57%"
"05/19/2017","18.48","24.58","24.58","18.48","-4.20%"
"05/18/2017","19.29","24.58","24.58","19.29","2.66%"
"05/17/2017","18.79","23.34","23.34","18.79","6.34%"
"05/16/2017","17.67","23.96","23.96","17.67","-4.38%"
"05/15/2017","18.48","24.89","24.89","18.48","-2.43%"
"05/12/2017","18.94","24.27","24.27","18.94","1.61%"
"05/11/2017","18.64","24.27","24.27","18.64","0.00%"
"05/10/2017","18.64","24.27","24.27","18.64","0.05%"
"05/09/2017","18.63","24.58","24.58","18.63","-5.86%"
"05/08/2017","19.79","24.90","24.90","19.79","-5.54%"
"05/05/2017","20.95","25.20","25.20","20.95","-3.01%"
"05/04/2017","21.60","27.38","27.38","21.60","-6.37%"
"05/03/2017","23.07","27.38","27.38","23.07","-7.27%"
"05/02/2017","24.88","27.38","27.38","24.88","-3.15%"
"05/01/2017","25.69","27.38","27.38","25.69","0.00%"
"04/28/2017","25.69","28.00","28.00","25.69","-4.85%"
"04/27/2017","27.00","27.62","27.62","27.00","0.71%"
"04/26/2017","26.81","24.12","26.81","24.12","0.94%"
"04/25/2017","26.56","19.61","26.56","19.61","2.95%"
"04/24/2017","25.80","28.10","28.10","25.80","-21.94%"
"04/21/2017","33.05","30.10","33.05","30.10","-2.94%"
"04/20/2017","34.05","30.10","34.05","30.10","-1.45%"
"04/19/2017","34.55","30.10","34.55","30.10","-2.81%"
"04/18/2017","35.55","30.10","35.55","30.10","1.43%"
"04/17/2017","35.05","30.10","35.05","30.10","0.00%"
"04/14/2017","35.05","30.10","35.05","30.10","0.00%"
"04/13/2017","35.05","29.60","35.05","29.60","2.19%"
"04/12/2017","34.30","29.60","34.30","29.60","-1.44%"
"04/11/2017","34.80","28.11","34.80","28.11","5.30%"
"04/10/2017","33.05","26.11","33.05","26.11","4.75%"
"04/07/2017","31.55","26.11","31.55","26.11","0.00%"
"04/06/2017","31.55","28.11","31.55","28.11","0.00%"
"04/05/2017","31.55","28.11","31.55","28.11","-4.54%"
"04/04/2017","33.05","27.11","33.05","27.11","1.50%"
"04/03/2017","32.56","23.12","32.56","23.12","4.03%"
"03/31/2017","31.30","23.12","31.30","23.12","1.62%"
"03/30/2017","30.80","23.12","30.80","23.12","2.46%"
"03/29/2017","30.06","23.12","30.06","23.12","0.00%"
"03/28/2017","30.06","25.11","30.06","25.11","-4.72%"
"03/27/2017","31.55","25.11","31.55","25.11","-1.56%"
"03/24/2017","32.05","31.10","32.05","31.10","-3.03%"
"03/23/2017","33.05","31.10","33.05","31.10","-10.80%"
"03/22/2017","37.05","30.60","37.05","30.60","0.68%"
"03/21/2017","36.80","40.07","40.07","32.10","-4.54%"
"03/20/2017","38.55","40.07","40.07","38.55","16.75%"
"03/17/2017","33.02","28.05","33.02","28.05","-4.35%"
"03/16/2017","34.52","29.55","34.52","29.55","-4.82%"
"03/15/2017","36.27","31.05","36.27","31.05","-2.03%"
"03/14/2017","37.02","28.05","37.02","28.05","4.22%"
"03/13/2017","35.52","28.05","35.52","28.05","1.43%"
"03/10/2017","35.02","30.05","35.02","30.05","-4.11%"
"03/09/2017","36.52","30.05","36.52","30.05","-6.41%"
"03/08/2017","39.02","28.05","39.02","28.05","2.63%"
"03/07/2017","38.02","30.05","38.02","30.05","-2.56%"
"03/06/2017","39.02","29.05","39.02","29.05","1.30%"
"03/03/2017","38.52","42.05","42.05","38.52","-12.51%"
"03/02/2017","44.03","42.05","44.03","42.05","-6.38%"
"03/01/2017","47.03","46.05","47.03","46.05","-4.06%"
"02/28/2017","49.02","46.05","49.02","46.05","-4.85%"
"02/27/2017","51.52","47.55","51.52","47.55","-1.43%"
"02/24/2017","52.27","47.55","52.27","47.55","0.97%"
"02/23/2017","51.77","48.05","51.77","48.05","-0.48%"
"02/22/2017","52.02","47.05","52.02","47.05","0.97%"
"02/21/2017","51.52","63.46","63.46","51.52","0.00%"
"02/20/2017","51.52","63.46","63.46","51.52","-12.94%"
"02/17/2017","59.18","62.36","62.36","59.18","0.89%"
"02/16/2017","58.66","51.04","58.66","51.04","11.69%"
"02/15/2017","52.52","53.04","53.04","52.52","-3.67%"
"02/14/2017","54.52","53.04","54.52","53.04","0.93%"
"02/13/2017","54.02","57.04","57.04","54.02","-5.26%"
"02/10/2017","57.02","54.05","57.02","54.05","5.55%"
"02/09/2017","54.02","53.05","54.02","53.05","-0.92%"
"02/08/2017","54.52","53.05","54.52","53.05","2.83%"
"02/07/2017","53.02","50.55","53.02","50.55","2.41%"
"02/06/2017","51.77","47.05","51.77","47.05","4.52%"
"02/03/2017","49.53","48.06","49.53","48.06","-1.98%"
"02/02/2017","50.53","49.55","50.53","49.55","-2.41%"
"02/01/2017","51.78","52.05","52.05","51.78","-1.41%"
"01/31/2017","52.52","47.56","52.52","47.56","0.96%"
"01/30/2017","52.02","47.56","52.02","47.56","5.56%"
"01/27/2017","49.28","47.06","49.28","47.06","-0.50%"
"01/26/2017","49.53","45.06","49.53","45.06","5.32%"
"01/25/2017","47.03","48.06","48.06","47.03","-6.00%"
"01/24/2017","50.03","51.06","51.06","50.03","-4.76%"
"01/23/2017","52.53","50.06","52.53","50.06","0.96%"
"01/20/2017","52.03","53.06","53.06","52.03","-5.45%"
"01/19/2017","55.03","55.06","55.06","55.03","0.00%"
"01/18/2017","55.03","55.06","55.06","55.03","-1.78%"
"01/17/2017","56.03","53.06","56.03","53.06","1.82%"
"01/16/2017","55.03","53.06","55.03","53.06","0.00%"
"01/13/2017","55.03","57.06","57.06","55.03","-5.17%"
"01/12/2017","58.03","57.06","58.03","57.06","0.87%"
"01/11/2017","57.53","57.06","57.53","57.06","0.88%"
"01/10/2017","57.03","56.06","57.03","56.06","1.78%"
"01/09/2017","56.03","55.06","56.03","55.06","0.90%"
"01/06/2017","55.53","45.10","55.53","45.10","0.91%"
"01/05/2017","55.03","45.10","55.03","45.10","9.95%"
"01/04/2017","50.05","47.10","50.05","47.10","-2.91%"
"01/03/2017","51.55","49.09","51.55","49.09","-5.48%"
"01/02/2017","54.54","54.54","54.54","54.54","0.00%"
"12/30/2016","54.54","51.09","54.54","51.09","-1.80%"
"12/29/2016","55.54","51.09","55.54","51.09","-0.89%"
"12/28/2016","56.04","49.09","56.04","49.09","1.82%"
"12/27/2016","55.04","49.09","55.04","49.09","0.00%"
"12/26/2016","55.04","49.09","55.04","49.09","-0.02%"
"12/23/2016","55.05","59.08","59.08","55.05","-11.98%"
"12/22/2016","62.54","59.08","62.54","59.08","-0.79%"
"12/21/2016","63.04","59.08","63.04","59.08","-0.79%"
"12/20/2016","63.54","59.08","63.54","59.08","0.79%"
"12/19/2016","63.04","59.08","63.04","59.08","-0.79%"
"12/16/2016","63.54","60.08","63.54","60.08","-0.78%"
"12/15/2016","64.04","60.08","64.04","60.08","0.00%"
"12/14/2016","64.04","60.08","64.04","60.08","-3.76%"
"12/13/2016","66.54","61.08","66.54","61.08","-2.92%"
"12/12/2016","68.54","63.08","68.54","63.08","-2.14%"
"12/09/2016","70.04","65.07","70.04","65.07","-2.76%"
"12/08/2016","72.03","70.06","72.03","70.06","-5.88%"
"12/07/2016","76.53","77.05","77.05","76.53","-3.16%"
"12/06/2016","79.03","77.05","79.03","77.05","-5.38%"
"12/05/2016","83.52","75.05","83.52","75.05","1.21%"
"12/02/2016","82.52","77.05","82.52","77.05","-2.37%"
"12/01/2016","84.52","79.04","84.52","79.04","-1.17%"
"11/30/2016","85.52","79.04","85.52","79.04","0.59%"
"11/29/2016","85.02","81.03","85.02","81.03","-4.48%"
"11/28/2016","89.01","81.03","89.01","81.03","4.09%"
"11/25/2016","85.51","79.03","85.51","79.03","1.18%"
"11/24/2016","84.51","80.03","84.51","80.03","-1.17%"
"11/23/2016","85.51","88.02","88.02","85.51","-4.47%"
"11/22/2016","89.51","90.01","90.01","89.51","-1.64%"
"11/21/2016","91.00","91.01","91.01","91.00","0.00%"
"11/18/2016","91.00","88.02","91.00","88.02","2.24%"
"11/17/2016","89.01","85.02","89.01","85.02","1.14%"
"11/16/2016","88.01","85.02","88.01","85.02","0.57%"
"11/15/2016","87.51","88.02","88.02","87.51","-1.69%"
"11/14/2016","89.01","84.03","89.01","84.03","4.09%"
"11/11/2016","85.51","80.03","85.51","80.03","3.64%"
"11/10/2016","82.51","81.03","82.51","81.03","-0.60%"
"11/09/2016","83.01","77.04","83.01","77.04","5.05%"
"11/08/2016","79.02","80.03","80.03","79.02","-3.05%"
"11/07/2016","81.51","83.03","83.03","81.51","-2.98%"
"11/04/2016","84.01","82.03","84.01","82.03","0.60%"
"11/03/2016","83.51","82.03","83.51","82.03","0.00%"
"11/02/2016","83.51","80.04","83.51","80.04","3.71%"
"11/01/2016","80.52","79.04","80.52","79.04","1.90%"
"10/31/2016","79.02","77.04","79.02","77.04","2.60%"
"10/28/2016","77.02","74.05","77.02","74.05","2.67%"
"10/27/2016","75.02","75.05","75.05","75.02","0.00%"
"10/26/2016","75.02","73.05","75.02","73.05","1.35%"
"10/25/2016","74.02","70.06","74.02","70.06","2.76%"
"10/24/2016","72.03","72.05","72.05","72.03","-3.35%"
"10/21/2016","74.53","72.06","74.53","72.06","0.00%"
"10/20/2016","74.53","74.05","74.53","74.05","-3.23%"
"10/19/2016","77.02","78.04","78.04","77.02","-3.75%"
"10/18/2016","80.02","80.04","80.04","80.02","-1.84%"
"10/17/2016","81.52","80.04","81.52","80.04","0.00%"
"10/14/2016","81.52","80.04","81.52","80.04","-1.21%"
"10/13/2016","82.52","80.04","82.52","80.04","1.23%"
"10/12/2016","81.52","80.04","81.52","80.04","-0.61%"
"10/11/2016","82.02","82.04","82.04","82.02","-0.61%"
"10/10/2016","82.52","82.04","82.52","82.04","0.00%"
"10/07/2016","82.52","78.05","82.52","78.05","2.48%"
"10/06/2016","80.52","80.04","80.52","80.04","-1.23%"
"10/05/2016","81.52","82.04","82.04","81.52","-1.81%"
"10/04/2016","83.02","80.04","83.02","80.04","1.22%"
"10/03/2016","82.02","81.02","82.02","78.05","1.23%"
"09/30/2016","81.02","81.02","81.02","81.02","0.62%"
"09/29/2016","80.52","78.05","80.52","78.05","0.62%"
"09/28/2016","80.02","80.05","80.05","80.02","-1.23%"
"09/27/2016","81.02","77.05","81.02","77.05","4.50%"
"09/26/2016","77.53","75.06","77.53","75.06","2.65%"
"09/23/2016","75.53","73.06","75.53","73.06","-5.62%"
"09/22/2016","80.03","74.06","80.03","74.06","-2.44%"
"09/21/2016","82.03","75.06","82.03","75.06","-0.61%"
"09/20/2016","82.53","74.57","82.53","74.57","13.02%"
"09/19/2016","73.02","67.03","73.02","67.03","-2.65%"
"09/16/2016","75.01","61.04","75.01","61.04","7.13%"
"09/15/2016","70.02","61.04","70.02","61.04","0.72%"
"09/14/2016","69.52","63.04","69.52","63.04","-1.42%"
"09/13/2016","70.52","61.04","70.52","61.04","1.44%"
"09/12/2016","69.52","60.04","69.52","60.04","2.96%"
"09/09/2016","67.52","57.05","67.52","57.05","3.84%"
"09/08/2016","65.02","65.02","65.02","65.02","-1.53%"
"09/07/2016","66.03","56.05","66.03","56.05","-1.49%"
"09/06/2016","67.03","57.05","67.03","57.05","-2.17%"
"09/05/2016","68.52","57.05","68.52","57.05","0.00%"
"09/02/2016","68.52","68.52","68.52","68.52","-4.86%"
"09/01/2016","72.02","62.05","72.02","62.05","-0.69%"
"08/31/2016","72.52","63.05","72.52","63.05","-0.68%"
"08/30/2016","73.02","66.04","73.02","66.04","-2.67%"
"08/29/2016","75.02","66.04","75.02","66.04","0.00%"
"08/26/2016","75.02","66.04","75.02","66.04","0.00%"
"08/25/2016","75.02","67.04","75.02","67.04","-0.66%"
"08/24/2016","75.52","67.04","75.52","67.04","-1.31%"
"08/23/2016","76.52","70.04","76.52","70.04","-1.92%"
"08/22/2016","78.02","70.04","78.02","70.04","1.30%"
"08/19/2016","77.02","67.05","77.02","67.05","2.67%"
"08/18/2016","75.02","67.04","75.02","67.04","0.00%"
"08/17/2016","75.02","65.05","75.02","65.05","1.35%"
"08/16/2016","74.02","67.04","74.02","67.04","-1.99%"
"08/15/2016","75.52","67.05","75.52","67.05","-0.66%"
"08/12/2016","76.02","67.05","76.02","67.05","-1.30%"
"08/11/2016","77.02","72.04","77.02","72.04","-3.75%"
"08/10/2016","80.02","72.04","80.02","72.04","0.00%"
"08/09/2016","80.02","72.04","80.02","72.04","0.00%"
"08/08/2016","80.02","74.04","80.02","74.04","-3.03%"
"08/05/2016","82.52","76.03","82.52","76.03","-1.77%"
"08/04/2016","84.01","80.03","84.01","80.03","-3.45%"
"08/03/2016","87.01","80.03","87.01","80.03","0.00%"
"08/02/2016","87.01","75.04","87.01","75.04","3.56%"
"08/01/2016","84.02","75.04","84.02","75.04","0.00%"
"07/29/2016","84.02","81.03","84.02","81.03","0.00%"
"07/28/2016","84.02","81.03","84.02","81.03","-3.44%"
"07/27/2016","87.01","82.03","87.01","82.03","-0.57%"
"07/26/2016","87.51","74.04","87.51","74.04","2.94%"
"07/25/2016","85.01","74.04","85.01","74.04","1.78%"
"07/22/2016","83.52","83.03","83.52","72.04","0.60%"
"07/21/2016","83.02","83.03","83.03","83.02","-6.21%"
"07/20/2016","88.52","83.03","88.52","83.03","-5.84%"
"07/19/2016","94.01","94.01","94.01","94.01","1.08%"
"07/18/2016","93.01","93.01","93.01","93.01","0.00%"
"07/15/2016","93.01","93.01","93.01","93.01","0.00%"
"07/14/2016","93.01","100.00","100.00","93.01","-6.99%"
"07/13/2016","100.00","100.00","100.00","100.00","-5.66%"
"07/12/2016","106.00","100.00","100.00","100.00","-5.35%"
"07/11/2016","111.99","111.99","111.99","111.99","-0.44%"
"07/08/2016","112.49","112.49","112.49","112.49","-9.99%"
